,filename,width,height,class,xmin,ymin,xmax,ymax,xml
1382,Pistol_1456_119.jpg,601,338,Guns,337,111,511,308,Labels/Pistol_1456_119.xml
1383,Pistol_1456_120.jpg,601,338,Guns,63,162,233,338,Labels/Pistol_1456_120.xml
1384,Pistol_1456_15.jpg,601,338,Guns,379,100,430,170,Labels/Pistol_1456_15.xml
1385,Pistol_1456_20.jpg,603,339,Guns,366,240,397,313,Labels/Pistol_1456_20.xml
1386,Pistol_1456_39.jpg,602,339,Gun,182,8,579,339,Labels/Pistol_1456_39.xml
1387,Pistol_1456_46.jpg,601,338,Guns,135,77,555,279,Labels/Pistol_1456_46.xml
1388,Pistol_1456_7.jpg,600,337,Guns,233,137,291,231,Labels/Pistol_1456_7.xml
1389,Pistol_1456_8.jpg,450,337,Gun,120,196,164,233,Labels/Pistol_1456_8.xml
1390,Pistol_1456_8.jpg,450,337,Gun,253,85,274,113,Labels/Pistol_1456_8.xml
1391,Pistol_1456_8.jpg,450,337,Gun,335,137,360,217,Labels/Pistol_1456_8.xml
1392,Pistol_1456_9.jpg,600,336,Gun,296,116,373,235,Labels/Pistol_1456_9.xml
1393,Pistol_1456_9.jpg,600,336,Gun,358,248,512,336,Labels/Pistol_1456_9.xml
1394,Pistol_1456_95.jpg,600,339,Guns,214,72,416,193,Labels/Pistol_1456_95.xml
1395,Pistol_146.jpg,300,213,Guns,5,5,297,207,Labels/Pistol_146.xml
1396,Pistol_1460_17.jpg,500,333,Guns,166,153,271,244,Labels/Pistol_1460_17.xml
1397,Pistol_1460_17.jpg,500,333,Guns,400,128,439,163,Labels/Pistol_1460_17.xml
1398,Pistol_1460_28.jpg,500,333,Guns,209,90,266,126,Labels/Pistol_1460_28.xml
1399,Pistol_1460_3.jpg,0,0,Guns,320,90,407,153,Labels/Pistol_1460_3.xml
1400,Pistol_1461_11.jpg,600,338,Guns,202,134,367,246,Labels/Pistol_1461_11.xml
1401,Pistol_1461_15.jpg,600,338,Guns,234,138,315,250,Labels/Pistol_1461_15.xml
1402,Pistol_1461_2.jpg,600,338,Gun,285,54,487,177,Labels/Pistol_1461_2.xml
1403,Pistol_1461_3.jpg,600,338,Gun,270,151,389,255,Labels/Pistol_1461_3.xml
1404,Pistol_1463_10.jpg,600,338,Guns,196,125,572,226,Labels/Pistol_1463_10.xml
1405,Pistol_1463_10.jpg,600,338,Guns,1,122,168,277,Labels/Pistol_1463_10.xml
1406,Pistol_1463_125.jpg,600,338,Guns,307,85,416,338,Labels/Pistol_1463_125.xml
1407,Pistol_1463_136.jpg,600,338,Guns,290,116,316,160,Labels/Pistol_1463_136.xml
1408,Pistol_1463_14.jpg,600,338,Guns,1,149,127,230,Labels/Pistol_1463_14.xml
1409,Pistol_1463_168.jpg,600,338,Gun,60,274,416,338,Labels/Pistol_1463_168.xml
1410,Pistol_1463_168.jpg,600,338,Gun,397,1,476,338,Labels/Pistol_1463_168.xml
1411,Pistol_1463_41.jpg,600,338,Gun,240,63,281,87,Labels/Pistol_1463_41.xml
1412,Pistol_1463_41.jpg,600,338,Gun,293,60,349,99,Labels/Pistol_1463_41.xml
1413,Pistol_1463_42.jpg,600,338,Guns,1,57,133,317,Labels/Pistol_1463_42.xml
1414,Pistol_1463_55.jpg,300,188,Guns,2,4,300,185,Labels/Pistol_1463_55.xml
1415,Pistol_1463_69.jpg,600,338,Gun,175,173,445,338,Labels/Pistol_1463_69.xml
1416,Pistol_1463_82.jpg,600,338,Gun,332,115,409,151,Labels/Pistol_1463_82.xml
1417,Pistol_1463_96.jpg,600,338,Gun,264,191,307,243,Labels/Pistol_1463_96.xml
1418,Pistol_1463_96.jpg,600,338,Gun,173,187,215,234,Labels/Pistol_1463_96.xml
1419,Pistol_1465_103.jpg,600,338,Guns,264,168,344,269,Labels/Pistol_1465_103.xml
1420,Pistol_1465_104.jpg,600,338,Gun,246,38,377,225,Labels/Pistol_1465_104.xml
1421,Pistol_1465_107.jpg,600,338,Guns,373,99,593,320,Labels/Pistol_1465_107.xml
1422,Pistol_1465_111.jpg,600,338,Gun,202,159,440,231,Labels/Pistol_1465_111.xml
1423,Pistol_1465_139.jpg,600,338,Gun,209,150,469,283,Labels/Pistol_1465_139.xml
1424,Pistol_1465_20.jpg,600,338,Gun,430,167,536,254,Labels/Pistol_1465_20.xml
1425,Pistol_1465_34.jpg,600,338,Gun,324,213,488,338,Labels/Pistol_1465_34.xml
1426,Pistol_1465_6.jpg,600,338,Gun,213,225,391,338,Labels/Pistol_1465_6.xml
1427,Pistol_1465_6.jpg,600,338,Gun,39,121,86,266,Labels/Pistol_1465_6.xml
1428,Pistol_1465_76.jpg,600,338,Guns,199,89,282,248,Labels/Pistol_1465_76.xml
1429,Pistol_1467_19.jpg,600,338,Gun,264,139,326,314,Labels/Pistol_1467_19.xml
1430,Pistol_1467_25.jpg,600,338,Gun,113,99,138,143,Labels/Pistol_1467_25.xml
1431,Pistol_1467_31.jpg,600,338,Gun,372,212,422,320,Labels/Pistol_1467_31.xml
1432,Pistol_1467_4.jpg,600,338,Gun,41,89,157,173,Labels/Pistol_1467_4.xml
1433,Pistol_146_119.jpg,600,338,Guns,72,1,185,285,Labels/Pistol_146_119.xml
1434,Pistol_146_120.jpg,600,338,Guns,66,1,215,282,Labels/Pistol_146_120.xml
1435,Pistol_146_122.jpg,600,338,Guns,43,94,237,274,Labels/Pistol_146_122.xml
1436,Pistol_146_13.jpg,600,338,Guns,256,116,304,191,Labels/Pistol_146_13.xml
1437,Pistol_146_14.jpg,600,338,Gun,245,220,329,337,Labels/Pistol_146_14.xml
1438,Pistol_147.jpg,350,274,Guns,5,1,348,270,Labels/Pistol_147.xml
1439,Pistol_1472_10.jpg,600,338,Gun,295,175,366,231,Labels/Pistol_1472_10.xml
1440,Pistol_1472_11.jpg,600,338,Gun,337,45,506,301,Labels/Pistol_1472_11.xml
1441,Pistol_1472_9.jpg,600,338,Gun,204,67,284,197,Labels/Pistol_1472_9.xml
1442,Pistol_1479_22.jpg,600,338,Guns,106,144,153,200,Labels/Pistol_1479_22.xml
1443,Pistol_1479_22.jpg,600,338,Guns,452,79,476,119,Labels/Pistol_1479_22.xml
1444,Pistol_1479_32.jpg,600,338,Guns,425,80,498,250,Labels/Pistol_1479_32.xml
1445,Pistol_1479_6.jpg,600,338,Guns,168,75,435,231,Labels/Pistol_1479_6.xml
1446,Pistol_1479_64.jpg,600,338,Guns,240,141,307,224,Labels/Pistol_1479_64.xml
1447,Pistol_1479_72.jpg,600,338,Guns,267,72,427,318,Labels/Pistol_1479_72.xml
1448,Pistol_147_174.jpg,600,338,Gun,110,1,295,254,Labels/Pistol_147_174.xml
1449,Pistol_147_41.jpg,600,338,Gun,51,6,188,158,Labels/Pistol_147_41.xml
1450,Pistol_148.jpg,400,311,Guns,3,2,396,311,Labels/Pistol_148.xml
1451,Pistol_1480_45.jpg,600,336,Guns,311,66,377,142,Labels/Pistol_1480_45.xml
1452,Pistol_1480_46.jpg,600,336,Gun,120,156,562,301,Labels/Pistol_1480_46.xml
1453,Pistol_1480_52.jpg,601,337,Gun,392,195,601,324,Labels/Pistol_1480_52.xml
1454,Pistol_1482_42.jpg,600,336,Gun,249,138,279,224,Labels/Pistol_1482_42.xml
1455,Pistol_1482_56.jpg,600,336,Gun,150,1,600,336,Labels/Pistol_1482_56.xml
1456,Pistol_1483_4.jpg,600,336,Gun,325,51,583,214,Labels/Pistol_1483_4.xml
1457,Pistol_1483_5.jpg,600,336,Gun,125,78,442,336,Labels/Pistol_1483_5.xml
1458,Pistol_1485_124.jpg,500,282,Gun,59,155,247,266,Labels/Pistol_1485_124.xml
1459,Pistol_1485_126.jpg,500,282,Guns,277,205,351,271,Labels/Pistol_1485_126.xml
1460,Pistol_1485_130.jpg,500,282,Gun,57,104,166,282,Labels/Pistol_1485_130.xml
1461,Pistol_1485_133.jpg,500,282,Guns,392,6,491,189,Labels/Pistol_1485_133.xml
1462,Pistol_1485_167.jpg,500,282,Guns,145,1,500,282,Labels/Pistol_1485_167.xml
1463,Pistol_1485_3.jpg,500,282,Gun,53,146,341,282,Labels/Pistol_1485_3.xml
1464,Pistol_1485_34.jpg,500,283,Guns,97,187,254,265,Labels/Pistol_1485_34.xml
1465,Pistol_1485_37.jpg,500,281,Guns,247,86,359,220,Labels/Pistol_1485_37.xml
1466,Pistol_1485_63.jpg,500,278,Guns,294,87,365,157,Labels/Pistol_1485_63.xml
1467,Pistol_1485_65.jpg,500,278,Guns,138,60,295,164,Labels/Pistol_1485_65.xml
1468,Pistol_1485_72.jpg,500,281,Guns,182,136,310,281,Labels/Pistol_1485_72.xml
1469,Pistol_1485_77.jpg,500,282,Gun,257,194,368,261,Labels/Pistol_1485_77.xml
1470,Pistol_1485_88.jpg,500,283,Gun,268,128,412,267,Labels/Pistol_1485_88.xml
1471,Pistol_1485_99.jpg,500,282,Guns,123,18,251,233,Labels/Pistol_1485_99.xml
1472,Pistol_1487_66.jpg,600,338,Gun,114,80,363,201,Labels/Pistol_1487_66.xml
1473,Pistol_1487_66.jpg,600,338,Gun,113,283,379,338,Labels/Pistol_1487_66.xml
1474,Pistol_1489_114.jpg,600,334,Guns,183,49,450,334,Labels/Pistol_1489_114.xml
1475,Pistol_1489_116.jpg,600,334,Gun,196,1,374,334,Labels/Pistol_1489_116.xml
1476,Pistol_1489_34.jpg,600,336,Guns,323,54,377,145,Labels/Pistol_1489_34.xml
1477,Pistol_1489_37.jpg,600,335,Guns,173,182,253,255,Labels/Pistol_1489_37.xml
1478,Pistol_1489_62.jpg,600,334,Guns,229,22,431,283,Labels/Pistol_1489_62.xml
1479,Pistol_1489_63.jpg,600,336,Gun,342,48,412,135,Labels/Pistol_1489_63.xml
1480,Pistol_1489_76.jpg,600,334,Gun,214,73,285,300,Labels/Pistol_1489_76.xml
1481,Pistol_1489_89.jpg,600,334,Gun,92,1,259,89,Labels/Pistol_1489_89.xml
1482,Pistol_149.jpg,400,263,Guns,8,11,396,251,Labels/Pistol_149.xml
1483,Pistol_1491_105.jpg,600,334,Gun,334,56,436,200,Labels/Pistol_1491_105.xml
1484,Pistol_1491_110.jpg,400,586,Gun,216,1,341,520,Labels/Pistol_1491_110.xml
1485,Pistol_1491_111.jpg,600,333,Gun,326,123,437,191,Labels/Pistol_1491_111.xml
1486,Pistol_1491_111.jpg,600,333,Gun,124,81,141,94,Labels/Pistol_1491_111.xml
1487,Pistol_1491_111.jpg,600,333,Gun,205,99,215,105,Labels/Pistol_1491_111.xml
1488,Pistol_1491_15.jpg,600,335,Guns,85,190,276,335,Labels/Pistol_1491_15.xml
1489,Pistol_1491_28.jpg,600,333,Guns,150,107,388,293,Labels/Pistol_1491_28.xml
1490,Pistol_1493_10.jpg,600,335,Guns,410,128,526,274,Labels/Pistol_1493_10.xml
1491,Pistol_1493_12.jpg,600,335,Gun,305,96,339,158,Labels/Pistol_1493_12.xml
1492,Pistol_1493_52.jpg,600,335,Guns,211,164,269,298,Labels/Pistol_1493_52.xml
1493,Pistol_1493_84.jpg,600,335,Guns,383,131,527,222,Labels/Pistol_1493_84.xml
1494,Pistol_1495_134.jpg,600,335,Guns,155,74,521,228,Labels/Pistol_1495_134.xml
1495,Pistol_1495_27.jpg,600,334,Guns,60,131,141,248,Labels/Pistol_1495_27.xml
1496,Pistol_1495_27.jpg,600,334,Guns,566,213,597,288,Labels/Pistol_1495_27.xml
1497,Pistol_1495_66.jpg,600,335,Gun,310,167,358,269,Labels/Pistol_1495_66.xml
1498,Pistol_1495_71.jpg,600,335,Guns,261,154,296,237,Labels/Pistol_1495_71.xml
1499,Pistol_1495_72.jpg,600,335,Gun,18,100,188,233,Labels/Pistol_1495_72.xml
1500,Pistol_1497_36.jpg,600,333,Guns,294,220,351,298,Labels/Pistol_1497_36.xml
1501,Pistol_1497_88.jpg,600,334,Gun,237,49,566,270,Labels/Pistol_1497_88.xml
1502,Pistol_1499_6.jpg,600,335,Guns,224,112,366,241,Labels/Pistol_1499_6.xml
1503,Pistol_149_29.jpg,601,338,Guns,433,69,509,191,Labels/Pistol_149_29.xml
1504,Pistol_149_29.jpg,601,338,Guns,254,153,354,226,Labels/Pistol_149_29.xml
1505,Pistol_149_45.jpg,600,338,Gun,113,175,444,243,Labels/Pistol_149_45.xml
1506,Pistol_150.jpg,350,250,Guns,4,3,350,250,Labels/Pistol_150.xml
1507,Pistol_1507_14.jpg,500,281,Guns,220,101,341,206,Labels/Pistol_1507_14.xml
1508,Pistol_1507_15.jpg,500,281,Guns,32,139,131,201,Labels/Pistol_1507_15.xml
1509,Pistol_1507_37.jpg,500,280,Guns,27,106,333,280,Labels/Pistol_1507_37.xml
1510,Pistol_1507_43.jpg,500,281,Guns,120,206,206,254,Labels/Pistol_1507_43.xml
1511,Pistol_1509_27.jpg,500,281,Guns,206,127,407,201,Labels/Pistol_1509_27.xml
1512,Pistol_151.jpg,361,264,Guns,11,4,347,251,Labels/Pistol_151.xml
1513,Pistol_1511_10.jpg,600,338,Gun,510,146,600,214,Labels/Pistol_1511_10.xml
1514,Pistol_1511_10.jpg,600,338,Gun,1,140,69,222,Labels/Pistol_1511_10.xml
1515,Pistol_1511_11.jpg,600,337,Gun,11,105,141,187,Labels/Pistol_1511_11.xml
1516,Pistol_1511_137.jpg,600,338,Guns,367,67,596,172,Labels/Pistol_1511_137.xml
1517,Pistol_1511_137.jpg,600,338,Guns,432,183,600,301,Labels/Pistol_1511_137.xml
1518,Pistol_1511_137.jpg,600,338,Guns,402,1,548,62,Labels/Pistol_1511_137.xml
1519,Pistol_1511_17.jpg,600,337,Guns,234,94,290,198,Labels/Pistol_1511_17.xml
1520,Pistol_1511_195.jpg,600,338,Guns,58,220,362,302,Labels/Pistol_1511_195.xml
1521,Pistol_1511_196.jpg,600,338,Guns,151,168,328,246,Labels/Pistol_1511_196.xml
1522,Pistol_1511_38.jpg,600,337,Gun,331,109,439,228,Labels/Pistol_1511_38.xml
1523,Pistol_1511_39.jpg,600,337,Gun,163,230,271,298,Labels/Pistol_1511_39.xml
1524,Pistol_1511_8.jpg,600,338,Guns,144,246,265,334,Labels/Pistol_1511_8.xml
1525,Pistol_1512_56.jpg,500,284,Guns,200,145,286,206,Labels/Pistol_1512_56.xml
1526,Pistol_1514_5.jpg,600,338,Guns,123,110,300,338,Labels/Pistol_1514_5.xml
1527,Pistol_1515_119.jpg,500,333,Guns,55,51,101,86,Labels/Pistol_1515_119.xml
1528,Pistol_1515_119.jpg,500,333,Guns,118,63,500,210,Labels/Pistol_1515_119.xml
1529,Pistol_1515_12.jpg,500,282,Guns,60,94,103,208,Labels/Pistol_1515_12.xml
1530,Pistol_1515_12.jpg,500,282,Guns,239,126,267,170,Labels/Pistol_1515_12.xml
1531,Pistol_1515_12.jpg,500,282,Guns,356,93,420,210,Labels/Pistol_1515_12.xml
1532,Pistol_1515_121.jpg,550,366,Guns,115,153,252,243,Labels/Pistol_1515_121.xml
1533,Pistol_1515_124.jpg,500,281,Guns,141,49,500,263,Labels/Pistol_1515_124.xml
1534,Pistol_1515_137.jpg,500,281,Guns,1,15,496,281,Labels/Pistol_1515_137.xml
1535,Pistol_1515_152.jpg,500,281,Guns,50,54,240,281,Labels/Pistol_1515_152.xml
1536,Pistol_1515_16.jpg,500,332,Guns,205,256,256,318,Labels/Pistol_1515_16.xml
1537,Pistol_1515_18.jpg,500,282,Guns,212,11,306,74,Labels/Pistol_1515_18.xml
1538,Pistol_1515_19.jpg,500,281,Guns,190,64,287,266,Labels/Pistol_1515_19.xml
1539,Pistol_1515_19.jpg,500,281,Guns,289,69,368,189,Labels/Pistol_1515_19.xml
1540,Pistol_1515_2.jpg,500,275,Guns,217,61,291,178,Labels/Pistol_1515_2.xml
1541,Pistol_1515_20.jpg,500,282,Guns,320,123,488,239,Labels/Pistol_1515_20.xml
1542,Pistol_1515_23.jpg,500,281,Guns,74,71,148,115,Labels/Pistol_1515_23.xml
1543,Pistol_1515_24.jpg,500,281,Guns,283,83,331,129,Labels/Pistol_1515_24.xml
1544,Pistol_1515_25.jpg,500,282,Guns,205,153,263,260,Labels/Pistol_1515_25.xml
1545,Pistol_1515_27.jpg,500,282,Guns,69,31,398,244,Labels/Pistol_1515_27.xml
1546,Pistol_1515_4.jpg,500,282,Guns,291,153,329,265,Labels/Pistol_1515_4.xml
1547,Pistol_1515_4.jpg,500,282,Guns,428,128,464,191,Labels/Pistol_1515_4.xml
1548,Pistol_1515_4.jpg,500,282,Guns,1,117,33,201,Labels/Pistol_1515_4.xml
1549,Pistol_1515_50.jpg,500,349,Guns,85,117,231,202,Labels/Pistol_1515_50.xml
1550,Pistol_1515_52.jpg,500,282,Guns,316,148,425,217,Labels/Pistol_1515_52.xml
1551,Pistol_1515_61.jpg,500,281,Gun,356,60,436,128,Labels/Pistol_1515_61.xml
1552,Pistol_1515_64.jpg,501,282,Guns,72,146,501,282,Labels/Pistol_1515_64.xml
1553,Pistol_1515_66.jpg,500,281,Guns,107,78,436,232,Labels/Pistol_1515_66.xml
1554,Pistol_1515_74.jpg,501,282,Gun,251,78,295,101,Labels/Pistol_1515_74.xml
1555,Pistol_1515_74.jpg,501,282,Gun,363,27,473,112,Labels/Pistol_1515_74.xml
1556,Pistol_1515_74.jpg,501,282,Gun,196,92,236,132,Labels/Pistol_1515_74.xml
1557,Pistol_1515_74.jpg,501,282,Gun,100,94,118,108,Labels/Pistol_1515_74.xml
1558,Pistol_1515_74.jpg,501,282,Gun,8,99,30,120,Labels/Pistol_1515_74.xml
1559,Pistol_1516_4.jpg,600,338,Guns,229,109,460,279,Labels/Pistol_1516_4.xml
1560,Pistol_1516_45.jpg,600,338,Guns,297,167,458,266,Labels/Pistol_1516_45.xml
1561,Pistol_1517_12.jpg,600,338,Guns,117,48,319,204,Labels/Pistol_1517_12.xml
1562,Pistol_1517_31.jpg,600,338,Guns,387,132,541,184,Labels/Pistol_1517_31.xml
1563,Pistol_1517_66.jpg,600,338,Guns,150,133,353,338,Labels/Pistol_1517_66.xml
1564,Pistol_1517_9.jpg,600,338,Guns,153,182,272,298,Labels/Pistol_1517_9.xml
1565,Pistol_1519_12.jpg,600,338,Guns,173,227,290,287,Labels/Pistol_1519_12.xml
1566,Pistol_1519_15.jpg,600,338,Guns,130,177,259,258,Labels/Pistol_1519_15.xml
1567,Pistol_1519_2.jpg,600,338,Guns,298,135,390,205,Labels/Pistol_1519_2.xml
1568,Pistol_1519_45.jpg,600,334,Guns,139,174,292,307,Labels/Pistol_1519_45.xml
1569,Pistol_1519_7.jpg,600,334,Gun,183,179,268,240,Labels/Pistol_1519_7.xml
1570,Pistol_151_2.jpg,600,306,Guns,143,176,178,304,Labels/Pistol_151_2.xml
1571,Pistol_151_30.jpg,600,300,Gun,150,126,224,198,Labels/Pistol_151_30.xml
1572,Pistol_151_35.jpg,600,300,Guns,155,150,255,274,Labels/Pistol_151_35.xml
1573,Pistol_151_41.jpg,600,300,Guns,296,109,343,157,Labels/Pistol_151_41.xml
1574,Pistol_152.jpg,350,231,Guns,3,9,344,224,Labels/Pistol_152.xml
1575,Pistol_1521_13.jpg,600,334,Guns,91,150,189,334,Labels/Pistol_1521_13.xml
1576,Pistol_1521_24.jpg,600,334,Guns,295,111,333,160,Labels/Pistol_1521_24.xml
1577,Pistol_1521_27.jpg,600,334,Guns,334,87,438,272,Labels/Pistol_1521_27.xml
1578,Pistol_1522_172.jpg,500,282,Guns,170,28,373,276,Labels/Pistol_1522_172.xml
1579,Pistol_1522_186.jpg,500,282,Guns,135,14,347,173,Labels/Pistol_1522_186.xml
1580,Pistol_1522_57.jpg,500,282,Guns,58,69,446,243,Labels/Pistol_1522_57.xml
1581,Pistol_1522_69.jpg,500,281,Guns,54,130,189,214,Labels/Pistol_1522_69.xml
1582,Pistol_1522_69.jpg,500,281,Guns,252,78,267,128,Labels/Pistol_1522_69.xml
1583,Pistol_1522_81.jpg,500,282,Guns,63,95,434,282,Labels/Pistol_1522_81.xml
1584,Pistol_1526_119.jpg,600,338,Gun,305,143,423,228,Labels/Pistol_1526_119.xml
1585,Pistol_1526_119.jpg,600,338,Gun,141,137,175,251,Labels/Pistol_1526_119.xml
1586,Pistol_1526_124.jpg,600,338,Gun,358,1,491,338,Labels/Pistol_1526_124.xml
1587,Pistol_1526_125.jpg,600,338,Gun,161,160,264,338,Labels/Pistol_1526_125.xml
1588,Pistol_1526_38.jpg,600,338,Guns,195,1,314,195,Labels/Pistol_1526_38.xml
1589,Pistol_1528_15.jpg,600,338,Guns,382,225,493,338,Labels/Pistol_1528_15.xml
1590,Pistol_1528_171.jpg,600,338,Guns,50,105,368,338,Labels/Pistol_1528_171.xml
1591,Pistol_1528_40.jpg,600,338,Gun,264,135,369,309,Labels/Pistol_1528_40.xml
1592,Pistol_1528_54.jpg,600,338,Gun,271,158,438,207,Labels/Pistol_1528_54.xml
1593,Pistol_1528_54.jpg,600,338,Gun,392,89,461,111,Labels/Pistol_1528_54.xml
1594,Pistol_1528_68.jpg,600,338,Guns,96,129,255,180,Labels/Pistol_1528_68.xml
1595,Pistol_1528_83.jpg,600,338,Guns,1,158,359,256,Labels/Pistol_1528_83.xml
1596,Pistol_1528_97.jpg,600,338,Gun,202,201,343,284,Labels/Pistol_1528_97.xml
1597,Pistol_153.jpg,400,293,Guns,1,6,395,283,Labels/Pistol_153.xml
1598,Pistol_1530_161.jpg,600,338,Gun,227,30,358,338,Labels/Pistol_1530_161.xml
1599,Pistol_1530_34.jpg,600,338,Gun,301,205,449,281,Labels/Pistol_1530_34.xml
1600,Pistol_1530_63.jpg,600,338,Guns,250,149,433,320,Labels/Pistol_1530_63.xml
1601,Pistol_1532_18.jpg,600,338,Gun,314,125,467,250,Labels/Pistol_1532_18.xml
1602,Pistol_1532_24.jpg,600,338,Gun,301,175,349,316,Labels/Pistol_1532_24.xml
1603,Pistol_1532_30.jpg,600,338,Gun,417,177,513,279,Labels/Pistol_1532_30.xml
1604,Pistol_1532_70.jpg,600,338,Guns,149,76,326,182,Labels/Pistol_1532_70.xml
1605,Pistol_1532_70.jpg,600,338,Guns,32,122,294,316,Labels/Pistol_1532_70.xml
1606,Pistol_1534_155.jpg,600,338,Gun,25,155,178,216,Labels/Pistol_1534_155.xml
1607,Pistol_1534_155.jpg,600,338,Gun,232,188,384,219,Labels/Pistol_1534_155.xml
1608,Pistol_1534_182.jpg,600,338,Gun,50,99,364,212,Labels/Pistol_1534_182.xml
1609,Pistol_1534_182.jpg,600,338,Gun,475,154,597,261,Labels/Pistol_1534_182.xml
1610,Pistol_1534_87.jpg,600,338,Gun,42,160,181,293,Labels/Pistol_1534_87.xml
1611,Pistol_1534_87.jpg,600,338,Gun,192,304,220,338,Labels/Pistol_1534_87.xml
1612,Pistol_154.jpg,300,217,Guns,3,1,300,217,Labels/Pistol_154.xml
1613,Pistol_1542_4.jpg,400,170,Guns,130,62,236,154,Labels/Pistol_1542_4.xml
1614,Pistol_154_11.jpg,600,255,Guns,61,1,406,255,Labels/Pistol_154_11.xml
1615,Pistol_154_14.jpg,600,255,Gun,222,95,274,136,Labels/Pistol_154_14.xml
1616,Pistol_154_14.jpg,600,255,Gun,41,35,144,112,Labels/Pistol_154_14.xml
1617,Pistol_154_14.jpg,600,255,Gun,567,95,600,129,Labels/Pistol_154_14.xml
1618,Pistol_154_15.jpg,600,255,Gun,449,54,554,135,Labels/Pistol_154_15.xml
1619,Pistol_154_28.jpg,600,255,Gun,336,40,401,90,Labels/Pistol_154_28.xml
1620,Pistol_154_29.jpg,600,255,Gun,132,105,251,178,Labels/Pistol_154_29.xml
1621,Pistol_154_41.jpg,600,255,Guns,318,81,423,210,Labels/Pistol_154_41.xml
1622,Pistol_155.jpg,400,250,Guns,9,4,392,250,Labels/Pistol_155.xml
1623,Pistol_155_102.jpg,600,338,Guns,163,130,210,164,Labels/Pistol_155_102.xml
1624,Pistol_155_104.jpg,600,352,Gun,518,189,585,271,Labels/Pistol_155_104.xml
1625,Pistol_155_104.jpg,600,352,Gun,60,246,111,316,Labels/Pistol_155_104.xml
1626,Pistol_155_111.jpg,600,338,Guns,107,51,204,142,Labels/Pistol_155_111.xml
1627,Pistol_155_111.jpg,600,338,Guns,445,118,577,199,Labels/Pistol_155_111.xml
1628,Pistol_155_122.jpg,600,338,Guns,234,97,474,317,Labels/Pistol_155_122.xml
1629,Pistol_155_125.jpg,600,338,Guns,405,281,540,338,Labels/Pistol_155_125.xml
1630,Pistol_155_139.jpg,600,338,Gun,69,218,127,235,Labels/Pistol_155_139.xml
1631,Pistol_155_139.jpg,600,338,Gun,120,227,172,247,Labels/Pistol_155_139.xml
1632,Pistol_155_18.jpg,600,338,Guns,178,218,325,319,Labels/Pistol_155_18.xml
1633,Pistol_155_187.jpg,600,338,Guns,218,159,284,211,Labels/Pistol_155_187.xml
1634,Pistol_155_19.jpg,600,338,Guns,253,207,308,328,Labels/Pistol_155_19.xml
1635,Pistol_155_25.jpg,601,338,Guns,101,125,162,228,Labels/Pistol_155_25.xml
1636,Pistol_155_40.jpg,600,338,Gun,9,3,254,190,Labels/Pistol_155_40.xml
1637,Pistol_155_54.jpg,600,338,Gun,449,191,524,268,Labels/Pistol_155_54.xml
1638,Pistol_155_68.jpg,601,338,Gun,233,136,296,194,Labels/Pistol_155_68.xml
1639,Pistol_155_73.jpg,600,338,Guns,467,83,550,200,Labels/Pistol_155_73.xml
1640,Pistol_155_76.jpg,600,338,Guns,182,44,259,158,Labels/Pistol_155_76.xml
1641,Pistol_155_8.jpg,600,338,Gun,104,112,228,228,Labels/Pistol_155_8.xml
1642,Pistol_155_85.jpg,600,338,Guns,166,65,373,176,Labels/Pistol_155_85.xml
1643,Pistol_156.jpg,350,280,Guns,7,6,346,271,Labels/Pistol_156.xml
1644,Pistol_1562_15.jpg,600,338,Gun,330,112,399,218,Labels/Pistol_1562_15.xml
1645,Pistol_1562_24.jpg,600,338,Guns,221,231,281,338,Labels/Pistol_1562_24.xml
1646,Pistol_1562_9.jpg,600,338,Guns,190,128,263,215,Labels/Pistol_1562_9.xml
1647,Pistol_1569_127.jpg,600,338,Guns,183,111,324,228,Labels/Pistol_1569_127.xml
1648,Pistol_1569_20.jpg,601,338,Gun,165,147,326,338,Labels/Pistol_1569_20.xml
1649,Pistol_1569_34.jpg,600,338,Gun,137,59,271,195,Labels/Pistol_1569_34.xml
1650,Pistol_1569_4.jpg,600,338,Guns,31,67,267,244,Labels/Pistol_1569_4.xml
1651,Pistol_1569_51.jpg,600,338,Guns,246,206,284,264,Labels/Pistol_1569_51.xml
1652,Pistol_1569_51.jpg,600,338,Guns,186,208,226,338,Labels/Pistol_1569_51.xml
1653,Pistol_1569_55.jpg,500,334,Guns,109,96,309,139,Labels/Pistol_1569_55.xml
1654,Pistol_1569_57.jpg,600,338,Guns,255,156,600,228,Labels/Pistol_1569_57.xml
1655,Pistol_1569_7.jpg,600,338,Guns,299,106,345,186,Labels/Pistol_1569_7.xml
1656,Pistol_1569_98.jpg,600,338,Guns,433,177,600,221,Labels/Pistol_1569_98.xml
1657,Pistol_1569_98.jpg,600,338,Guns,206,243,330,265,Labels/Pistol_1569_98.xml
1658,Pistol_1569_98.jpg,600,338,Guns,128,156,155,237,Labels/Pistol_1569_98.xml
1659,Pistol_1569_98.jpg,600,338,Guns,359,275,452,310,Labels/Pistol_1569_98.xml
1660,Pistol_156_11.jpg,600,360,Gun,359,174,440,288,Labels/Pistol_156_11.xml
1661,Pistol_156_33.jpg,600,356,Guns,271,211,415,251,Labels/Pistol_156_33.xml
1662,Pistol_157.jpg,300,232,Guns,2,2,300,232,Labels/Pistol_157.xml
1663,Pistol_1571_69.jpg,601,338,Gun,368,132,450,214,Labels/Pistol_1571_69.xml
